ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 000261,2015-06-10,2015,6,10,Ei ,Distributor,NXH382,STK-125,12,167.7,2012.4,1032,980.4,alpha,CZ,0,24,2015-06,2015-24
SO - 000262,2015-10-27,2015,10,27,Qualitest ,Wholesale,AXW291,STK-167,8,343.90000000000003,2751.2000000000003,1520,1231.2000000000005,beta,CY,0,44,2015-10,2015-44
SO - 000263,2015-12-01,2015,12,1,Capweld ,Distributor,AXW291,STK-136,9,287.98,2591.82,1386,1205.8200000000002,beta,CY,0,49,2015-12,2015-49
SO - 000264,2015-03-03,2015,3,3,"Exact-Rx, Corp",Distributor,GUT930,STK-147,8,414.15,3313.2,2008,1305.1999999999998,beta,CY,0,10,2015-03,2015-10
SO - 000265,2016-06-24,2016,6,24,"3LAB, Ltd",Wholesale,AXW291,STK-100,10,115.8,1158.0,600,558.0,beta,CX,0,25,2016-06,2016-25
SO - 000266,2016-05-09,2016,5,9,Nipro ,Distributor,AXW291,STK-103,6,235.17,1411.02,702,709.02,beta,CY,0,19,2016-05,2016-19
SO - 000267,2015-08-07,2015,8,7,Apollo Ltd,Wholesale,AXW291,STK-145,6,305.02,1830.12,1212,618.1199999999999,gamma,CZ,0,32,2015-08,2015-32
SO - 000268,2015-08-08,2015,8,8,New Ltd,Distributor,GUT930,STK-136,10,287.98,2879.8,1540,1339.8000000000002,beta,CY,0,32,2015-08,2015-32
SO - 000269,2015-08-16,2015,8,16,21st Ltd,Wholesale,AXW291,STK-102,5,354.32,1771.6,1030,741.5999999999999,gamma,CZ,0,33,2015-08,2015-33
SO - 000270,2016-06-25,2016,6,25,Linde ,Wholesale,NXH382,STK-134,8,484.3,3874.4,2320,1554.3999999999996,beta,BX,0,25,2016-06,2016-25
SO - 000271,2015-06-28,2015,6,28,Ei ,Wholesale,GUT930,STK-159,12,603.2,7238.400000000001,3480,3758.400000000001,alpha,AZ,0,26,2015-06,2015-26
SO - 000272,2015-06-28,2015,6,28,Procter Corp,Wholesale,NXH382,STK-135,9,311.75,2805.75,1935,870.75,beta,CY,0,26,2015-06,2015-26
SO - 000273,2016-03-07,2016,3,7,Nipro ,Export,FLR025,STK-134,9,484.3,4358.7,2610,1748.6999999999998,beta,BX,0,10,2016-03,2016-10
SO - 000274,2016-01-07,2016,1,7,Uriel Group,Distributor,AXW291,STK-106,7,206.55,1445.85,945,500.85000000000014,beta,CY,0,1,2016-01,2016-01
SO - 000275,2015-02-14,2015,2,14,"Elorac, Corp",Distributor,GUT930,STK-127,10,207.05,2070.5,1010,1060.5,beta,CY,0,7,2015-02,2015-07
SO - 000276,2016-04-25,2016,4,25,ETUDE Ltd,Export,AXW291,STK-114,7,291.43,2040.01,1057,983.01,beta,CZ,0,17,2016-04,2016-17
SO - 000277,2016-05-17,2016,5,17,"Exact-Rx, Corp",Wholesale,GUT930,STK-155,11,513.08,5643.88,2794,2849.88,beta,CX,0,20,2016-05,2016-20
SO - 000278,2015-03-08,2015,3,8,OHTA'S Corp,Export,AXW291,STK-126,12,407.62,4891.4400000000005,2748,2143.4400000000005,gamma,CX,0,10,2015-03,2015-10
SO - 000279,2015-10-11,2015,10,11,Qualitest ,Wholesale,FLR025,STK-113,12,323.4,3880.8,1980,1900.8,beta,CZ,0,41,2015-10,2015-41
SO - 000280,2015-10-27,2015,10,27,Select ,Wholesale,AXW291,STK-109,9,432.62,3893.58,2007,1886.58,beta,CY,0,44,2015-10,2015-44
SO - 000281,2015-04-25,2015,4,25,O.E. Ltd,Export,FLR025,STK-125,11,167.7,1844.7,946,898.6999999999998,beta,CZ,0,17,2015-04,2015-17
SO - 000282,2016-01-08,2016,1,8,Ascend Ltd,Export,GUT930,STK-165,7,145.6,1019.2,637,382.19999999999993,beta,CY,0,1,2016-01,2016-01
SO - 000283,2016-03-28,2016,3,28,Niconovum Corp,Wholesale,AXW291,STK-101,12,417.45,5009.4,3036,1973.4,alpha,CX,1,13,2016-03,2016-13
SO - 000284,2016-04-02,2016,4,2,Eminence Corp,Distributor,AXW291,STK-117,10,301.44,3014.4,1570,1444.4,alpha,CX,0,13,2016-04,2016-13
SO - 000285,2016-04-30,2016,4,30,"Fenwal, Corp",Wholesale,GUT930,STK-126,12,407.62,4891.4400000000005,2748,2143.4400000000005,alpha,CX,0,17,2016-04,2016-17
SO - 000286,2015-04-13,2015,4,13,"Fenwal, Corp",Wholesale,AXW291,STK-165,9,145.6,1310.4,819,491.3999999999999,alpha,CY,0,16,2015-04,2015-16
SO - 000287,2016-05-06,2016,5,6,Select ,Distributor,FLR025,STK-100,9,115.8,1042.2,540,502.2000000000001,beta,CX,0,18,2016-05,2016-18
SO - 000288,2015-03-29,2015,3,29,Nipro ,Distributor,AXW291,STK-137,12,307.98,3695.76,2124,1571.7600000000002,beta,CY,0,13,2015-03,2015-13
SO - 000289,2015-11-27,2015,11,27,"Elorac, Corp",Wholesale,AXW291,STK-168,7,535.02,3745.14,1687,2058.14,beta,BZ,0,48,2015-11,2015-48
SO - 000290,2015-06-21,2015,6,21,Llorens Ltd,Distributor,AXW291,STK-160,6,240.64,1443.84,768,675.8399999999999,gamma,CZ,0,25,2015-06,2015-25
SO - 000291,2016-06-11,2016,6,11,Llorens Ltd,Export,GUT930,STK-119,6,411.09,2466.54,1278,1188.54,gamma,CY,0,23,2016-06,2016-23
SO - 000292,2016-04-06,2016,4,6,O.E. Ltd,Distributor,FLR025,STK-164,6,226.8,1360.8000000000002,630,730.8000000000002,beta,CX,0,14,2016-04,2016-14
SO - 000293,2015-03-01,2015,3,1,Dharma Ltd,Distributor,GUT930,STK-136,8,287.98,2303.84,1232,1071.84,alpha,CY,0,9,2015-03,2015-09
SO - 000294,2015-07-10,2015,7,10,"Apotheca, Ltd",Wholesale,AXW291,STK-135,8,311.75,2494.0,1720,774.0,beta,CY,0,28,2015-07,2015-28
SO - 000295,2015-10-06,2015,10,6,Linde ,Wholesale,NXH382,STK-165,10,145.6,1456.0,910,546.0,beta,CY,0,41,2015-10,2015-41
SO - 000296,2015-10-25,2015,10,25,Prasco Group,Wholesale,NXH382,STK-126,11,407.62,4483.82,2519,1964.82,alpha,CX,0,43,2015-10,2015-43
SO - 000297,2015-06-19,2015,6,19,Niconovum Corp,Wholesale,GUT930,STK-106,10,206.55,2065.5,1350,715.5,alpha,CY,0,25,2015-06,2015-25
SO - 000298,2015-03-01,2015,3,1,"Elorac, Corp",Distributor,NXH382,STK-121,8,346.48,2771.84,1952,819.8399999999997,beta,CY,0,9,2015-03,2015-09
SO - 000299,2015-07-28,2015,7,28,OHTA'S Corp,Wholesale,FLR025,STK-120,7,444.44000000000005,3111.0800000000004,1897,1214.0800000000004,gamma,CX,0,31,2015-07,2015-31
SO - 000300,2016-02-08,2016,2,8,OHTA'S Corp,Wholesale,AXW291,STK-123,11,233.84,2572.24,1628,944.2400000000002,gamma,CY,0,6,2016-02,2016-06
SO - 000301,2015-10-26,2015,10,26,Winthrop ,Wholesale,GUT930,STK-131,11,580.35,6383.85,2915,3468.8500000000004,beta,BY,0,44,2015-10,2015-44
SO - 000302,2015-03-26,2015,3,26,Rochester Ltd,Distributor,AXW291,STK-155,6,513.08,3078.4800000000005,1524,1554.4800000000005,beta,CX,0,13,2015-03,2015-13
SO - 000303,2015-04-25,2015,4,25,OHTA'S Corp,Wholesale,GUT930,STK-118,6,146.91,881.46,498,383.46,gamma,CY,0,17,2015-04,2015-17
SO - 000304,2015-12-04,2015,12,4,Bare ,Wholesale,AXW291,STK-121,11,346.48,3811.28,2684,1127.2799999999995,beta,CY,0,49,2015-12,2015-49
SO - 000305,2015-02-20,2015,2,20,Mylan Corp,Wholesale,AXW291,STK-106,11,206.55,2272.05,1485,787.0500000000002,alpha,CY,0,8,2015-02,2015-08
SO - 000306,2015-05-14,2015,5,14,"Apotheca, Ltd",Distributor,GUT930,STK-130,10,423.7,4237.0,2230,2007.0,beta,CZ,0,20,2015-05,2015-20
SO - 000307,2015-01-18,2015,1,18,Medsep Group,Wholesale,NXH382,STK-107,12,262.26,3147.12,2232,915.12,beta,CZ,0,3,2015-01,2015-03
SO - 000308,2015-03-12,2015,3,12,Medline ,Distributor,GUT930,STK-159,11,603.2,6635.200000000001,3190,3445.2000000000007,beta,AZ,0,11,2015-03,2015-11
SO - 000309,2016-05-07,2016,5,7,Weimei Corp,Export,AXW291,STK-132,11,311.06,3421.66,1661,1760.66,beta,CY,0,18,2016-05,2016-18
SO - 000310,2015-01-22,2015,1,22,Victory Ltd,Export,GUT930,STK-136,12,287.98,3455.76,1848,1607.7600000000002,beta,CY,0,4,2015-01,2015-04
SO - 000311,2015-04-12,2015,4,12,Pure Group,Export,AXW291,STK-126,10,407.62,4076.2,2290,1786.1999999999998,beta,CX,0,15,2015-04,2015-15
SO - 000312,2015-06-17,2015,6,17,Ascend Ltd,Wholesale,GUT930,STK-142,7,88.74,621.18,406,215.17999999999995,beta,CX,0,25,2015-06,2015-25
SO - 000313,2016-01-04,2016,1,4,"Exact-Rx, Corp",Wholesale,GUT930,STK-148,8,198.72,1589.7599999999998,864,725.7599999999998,beta,CX,1,1,2016-01,2016-01
SO - 000314,2015-01-25,2015,1,25,Weimei Corp,Wholesale,GUT930,STK-140,6,282.48,1694.8799999999997,792,902.8799999999997,beta,CY,0,4,2015-01,2015-04
SO - 000315,2015-09-07,2015,9,7,Amylin Group,Wholesale,NXH382,STK-109,7,432.62,3028.34,1561,1467.34,beta,CY,0,37,2015-09,2015-37
SO - 000316,2016-04-20,2016,4,20,Victory Ltd,Wholesale,AXW291,STK-151,5,341.7,1708.5,850,858.5,beta,CY,0,16,2016-04,2016-16
SO - 000317,2015-02-10,2015,2,10,Wuxi Group,Distributor,AXW291,STK-122,6,294.40000000000003,1766.4,1104,662.4000000000001,alpha,CY,0,7,2015-02,2015-07
SO - 000318,2016-03-24,2016,3,24,Medline ,Distributor,AXW291,STK-156,8,178.5,1428.0,680,748.0,beta,CY,0,12,2016-03,2016-12
SO - 000319,2015-09-10,2015,9,10,Eminence Corp,Export,AXW291,STK-125,7,167.7,1173.9,602,571.8999999999999,alpha,CZ,0,37,2015-09,2015-37
SO - 000320,2015-01-27,2015,1,27,"PEDIFIX, Corp",Distributor,GUT930,STK-142,8,88.74,709.92,464,245.92,beta,CX,0,5,2015-01,2015-05
SO - 000321,2015-05-18,2015,5,18,U.S. Ltd,Distributor,AXW291,STK-128,12,543.4,6520.799999999999,3120,3400.8,beta,BZ,0,21,2015-05,2015-21
SO - 000322,2015-09-09,2015,9,9,Wuxi Group,Wholesale,GUT930,STK-158,11,143.1,1574.1,990,584.0999999999999,alpha,CX,0,37,2015-09,2015-37
SO - 000323,2015-06-07,2015,6,7,Llorens Ltd,Wholesale,AXW291,STK-148,9,198.72,1788.4799999999998,972,816.4799999999998,gamma,CX,0,23,2015-06,2015-23
SO - 000324,2015-12-02,2015,12,2,ETUDE Ltd,Wholesale,NXH382,STK-139,10,574.24,5742.4,2960,2782.4,beta,BY,0,49,2015-12,2015-49
SO - 000325,2015-12-15,2015,12,15,"Fenwal, Corp",Wholesale,GUT930,STK-158,9,143.1,1287.9,810,477.8999999999999,alpha,CX,0,51,2015-12,2015-51
SO - 000326,2015-05-10,2015,5,10,Medline ,Wholesale,AXW291,STK-154,11,345.15,3796.65,2145,1651.6499999999996,beta,CY,0,19,2015-05,2015-19
SO - 000327,2015-08-01,2015,8,1,Eminence Corp,Distributor,GUT930,STK-127,7,207.05,1449.35,707,742.3499999999999,alpha,CY,0,31,2015-08,2015-31
SO - 000328,2015-06-09,2015,6,9,Burt's Corp,Distributor,NXH382,STK-115,10,370.62,3706.2,1740,1966.2,beta,CY,0,24,2015-06,2015-24
SO - 000329,2016-05-27,2016,5,27,Capweld ,Wholesale,GUT930,STK-166,5,451.92,2259.6,1345,914.6,beta,CZ,0,21,2016-05,2016-21
SO - 000330,2015-11-24,2015,11,24,E. Ltd,Distributor,NXH382,STK-132,8,311.06,2488.48,1208,1280.48,beta,CY,0,48,2015-11,2015-48
SO - 000331,2016-01-28,2016,1,28,Niconovum Corp,Distributor,AXW291,STK-133,8,271.56,2172.48,1488,684.48,alpha,CY,0,4,2016-01,2016-04
SO - 000332,2015-05-21,2015,5,21,Nipro ,Wholesale,NXH382,STK-150,5,217.14,1085.7,705,380.7000000000001,beta,CX,0,21,2015-05,2015-21
SO - 000333,2015-08-10,2015,8,10,Winthrop ,Wholesale,AXW291,STK-123,8,233.84,1870.72,1184,686.72,beta,CY,0,33,2015-08,2015-33
SO - 000334,2015-07-25,2015,7,25,New Ltd,Export,FLR025,STK-168,11,535.02,5885.219999999999,2651,3234.22,beta,BZ,0,30,2015-07,2015-30
SO - 000335,2015-03-19,2015,3,19,AuroMedics Corp,Wholesale,AXW291,STK-120,10,444.44000000000005,4444.400000000001,2710,1734.4000000000003,gamma,CX,0,12,2015-03,2015-12
SO - 000336,2015-01-10,2015,1,10,"PEDIFIX, Corp",Distributor,AXW291,STK-132,8,311.06,2488.48,1208,1280.48,beta,CY,0,2,2015-01,2015-02
SO - 000337,2015-07-05,2015,7,5,AuroMedics Corp,Wholesale,NXH382,STK-159,6,603.2,3619.2,1740,1879.2000000000005,gamma,AZ,0,27,2015-07,2015-27
SO - 000338,2015-04-23,2015,4,23,E. Ltd,Wholesale,AXW291,STK-129,8,284.59,2276.72,1528,748.7199999999998,beta,CY,0,17,2015-04,2015-17
SO - 000339,2015-01-20,2015,1,20,Burt's Corp,Wholesale,AXW291,STK-106,8,206.55,1652.4,1080,572.4000000000001,beta,CY,0,4,2015-01,2015-04
SO - 000340,2015-09-08,2015,9,8,Rochester Ltd,Distributor,AXW291,STK-164,7,226.8,1587.6,735,852.6000000000001,beta,CX,0,37,2015-09,2015-37
SO - 000341,2016-04-19,2016,4,19,U.S. Ltd,Export,AXW291,STK-108,12,548.12,6577.4400000000005,3408,3169.4400000000005,beta,BY,0,16,2016-04,2016-16
SO - 000342,2015-05-16,2015,5,16,Pacific Ltd,Wholesale,AXW291,STK-164,9,226.8,2041.2,945,1096.2,beta,CX,0,20,2015-05,2015-20
SO - 000343,2015-05-01,2015,5,1,"Exact-Rx, Corp",Wholesale,AXW291,STK-104,11,389.36,4282.959999999999,2728,1554.9599999999991,beta,CZ,0,18,2015-05,2015-18
SO - 000344,2015-04-23,2015,4,23,"Fenwal, Corp",Export,NXH382,STK-161,8,473.1,3784.8,2280,1504.8000000000002,alpha,CY,0,17,2015-04,2015-17
SO - 000345,2016-06-17,2016,6,17,OHTA'S Corp,Wholesale,GUT930,STK-161,8,473.1,3784.8,2280,1504.8000000000002,gamma,CY,0,24,2016-06,2016-24
SO - 000346,2015-03-24,2015,3,24,"Apotheca, Ltd",Wholesale,GUT930,STK-162,5,187.18,935.9,490,445.9000000000001,beta,CX,0,13,2015-03,2015-13
SO - 000347,2015-02-16,2015,2,16,Capweld ,Distributor,AXW291,STK-135,9,311.75,2805.75,1935,870.75,beta,CY,0,8,2015-02,2015-08
SO - 000348,2015-03-29,2015,3,29,21st Ltd,Distributor,GUT930,STK-151,9,341.7,3075.3,1530,1545.2999999999995,gamma,CY,0,13,2015-03,2015-13
SO - 000349,2016-02-09,2016,2,9,Ei ,Export,NXH382,STK-103,8,235.17,1881.36,936,945.36,alpha,CY,0,6,2016-02,2016-06
SO - 000350,2015-05-09,2015,5,9,S.S.S. Group,Distributor,NXH382,STK-139,12,574.24,6890.88,3552,3338.88,alpha,BY,0,19,2015-05,2015-19
SO - 000351,2016-06-07,2016,6,7,Select ,Distributor,AXW291,STK-121,9,346.48,3118.32,2196,922.3199999999996,beta,CY,0,23,2016-06,2016-23
SO - 000352,2015-07-17,2015,7,17,Dharma Ltd,Wholesale,FLR025,STK-111,8,406.8,3254.4,1808,1446.4,alpha,CZ,0,29,2015-07,2015-29
SO - 000353,2016-04-13,2016,4,13,AuroMedics Corp,Wholesale,NXH382,STK-141,6,301.49999999999994,1808.9999999999995,900,908.9999999999995,gamma,CY,0,15,2016-04,2016-15
SO - 000354,2016-06-06,2016,6,6,OHTA'S Corp,Distributor,AXW291,STK-151,10,341.7,3417.0,1700,1717.0,gamma,CY,0,23,2016-06,2016-23
SO - 000355,2016-03-11,2016,3,11,Ascend Ltd,Distributor,GUT930,STK-141,11,301.49999999999994,3316.4999999999995,1650,1666.4999999999995,beta,CY,0,10,2016-03,2016-10
SO - 000356,2015-01-30,2015,1,30,S.S.S. Group,Wholesale,NXH382,STK-101,9,417.45,3757.05,2277,1480.0499999999995,alpha,CX,0,5,2015-01,2015-05
SO - 000357,2015-08-20,2015,8,20,E. Ltd,Wholesale,AXW291,STK-168,8,535.02,4280.16,1928,2352.16,beta,BZ,0,34,2015-08,2015-34
SO - 000358,2015-12-04,2015,12,4,Ascend Ltd,Wholesale,AXW291,STK-157,5,444.02,2220.1,1490,730.0999999999999,beta,CZ,0,49,2015-12,2015-49
SO - 000359,2015-01-17,2015,1,17,WakeFern ,Wholesale,AXW291,STK-153,5,452.48,2262.4,1120,1142.4,alpha,BX,0,3,2015-01,2015-03
SO - 000360,2016-06-29,2016,6,29,Rochester Ltd,Wholesale,AXW291,STK-135,9,311.75,2805.75,1935,870.75,beta,CY,0,26,2016-06,2016-26
SO - 000361,2016-05-17,2016,5,17,Uriel Group,Distributor,FLR025,STK-153,11,452.48,4977.280000000001,2464,2513.2800000000007,beta,BX,0,20,2016-05,2016-20
SO - 000362,2015-06-13,2015,6,13,Weimei Corp,Wholesale,NXH382,STK-104,10,389.36,3893.6,2480,1413.5999999999997,beta,CZ,0,24,2015-06,2015-24
SO - 000363,2016-01-17,2016,1,17,"PEDIFIX, Corp",Wholesale,GUT930,STK-144,10,127.92000000000002,1279.2000000000005,780,499.2000000000003,beta,CY,0,2,2016-01,2016-02
SO - 000364,2015-02-26,2015,2,26,Eminence Corp,Distributor,AXW291,STK-134,8,484.3,3874.4,2320,1554.3999999999996,alpha,BX,0,9,2015-02,2015-09
SO - 000365,2015-10-13,2015,10,13,Select ,Distributor,NXH382,STK-122,5,294.40000000000003,1472.0000000000002,920,552.0000000000002,beta,CY,0,42,2015-10,2015-42
SO - 000366,2015-02-11,2015,2,11,"Exact-Rx, Corp",Wholesale,AXW291,STK-105,10,480.68,4806.8,2440,2366.8,beta,CY,0,7,2015-02,2015-07
SO - 000367,2016-05-05,2016,5,5,Weimei Corp,Distributor,AXW291,STK-160,6,240.64,1443.84,768,675.8399999999999,beta,CZ,0,18,2016-05,2016-18
SO - 000368,2015-04-02,2015,4,2,Medsep Group,Wholesale,AXW291,STK-116,10,182.04,1820.4,820,1000.4,beta,CZ,0,14,2015-04,2015-14
SO - 000369,2015-11-07,2015,11,7,O.E. Ltd,Export,FLR025,STK-100,11,115.8,1273.8000000000002,660,613.8000000000002,beta,CX,0,45,2015-11,2015-45
SO - 000370,2015-09-13,2015,9,13,O.E. Ltd,Distributor,AXW291,STK-142,5,88.74,443.7,290,153.7,beta,CX,0,37,2015-09,2015-37
SO - 000371,2015-07-23,2015,7,23,AuroMedics Corp,Wholesale,GUT930,STK-153,8,452.48,3619.84,1792,1827.84,gamma,BX,0,30,2015-07,2015-30
SO - 000372,2015-01-22,2015,1,22,Weimei Corp,Wholesale,AXW291,STK-114,10,291.43,2914.3,1510,1404.3000000000002,beta,CZ,0,4,2015-01,2015-04
SO - 000373,2015-07-14,2015,7,14,Llorens Ltd,Wholesale,AXW291,STK-129,10,284.59,2845.9,1910,935.8999999999996,gamma,CY,0,29,2015-07,2015-29
SO - 000374,2015-03-28,2015,3,28,Victory Ltd,Distributor,AXW291,STK-142,5,88.74,443.7,290,153.7,beta,CX,0,13,2015-03,2015-13
SO - 000375,2015-08-10,2015,8,10,U.S. Ltd,Wholesale,AXW291,STK-109,11,432.62,4758.82,2453,2305.82,beta,CY,0,33,2015-08,2015-33
SO - 000376,2016-05-02,2016,5,2,Ole Group,Wholesale,AXW291,STK-117,7,301.44,2110.08,1099,1011.08,gamma,CX,1,18,2016-05,2016-18
SO - 000377,2015-03-24,2015,3,24,Capweld ,Distributor,FLR025,STK-107,10,262.26,2622.6,1860,762.5999999999999,beta,CZ,0,13,2015-03,2015-13
SO - 000378,2016-05-11,2016,5,11,ETUDE Ltd,Wholesale,GUT930,STK-128,11,543.4,5977.4,2860,3117.4,beta,BZ,0,19,2016-05,2016-19
SO - 000379,2016-06-20,2016,6,20,"3LAB, Ltd",Distributor,GUT930,STK-137,5,307.98,1539.9,885,654.9000000000001,beta,CY,0,25,2016-06,2016-25
SO - 000380,2016-04-08,2016,4,8,Nipro ,Distributor,FLR025,STK-168,5,535.02,2675.1,1205,1470.1,beta,BZ,0,14,2016-04,2016-14
SO - 000381,2015-08-28,2015,8,28,S.S.S. Group,Distributor,AXW291,STK-115,11,370.62,4076.82,1914,2162.82,alpha,CY,0,35,2015-08,2015-35
SO - 000382,2016-03-22,2016,3,22,OUR Ltd,Distributor,AXW291,STK-117,6,301.44,1808.64,942,866.6399999999999,alpha,CX,0,12,2016-03,2016-12
SO - 000383,2015-04-12,2015,4,12,Niconovum Corp,Distributor,AXW291,STK-151,12,341.7,4100.4,2040,2060.4,alpha,CY,0,15,2015-04,2015-15
SO - 000384,2016-02-18,2016,2,18,Pacific Ltd,Export,AXW291,STK-133,8,271.56,2172.48,1488,684.48,beta,CY,0,7,2016-02,2016-07
SO - 000385,2015-09-13,2015,9,13,Ei ,Distributor,GUT930,STK-149,5,112.56000000000002,562.8000000000001,335,227.80000000000007,alpha,CY,0,37,2015-09,2015-37
SO - 000386,2016-01-26,2016,1,26,Uriel Group,Wholesale,AXW291,STK-107,6,262.26,1573.56,1116,457.56,beta,CZ,0,4,2016-01,2016-04
SO - 000387,2016-03-04,2016,3,4,Qualitest ,Wholesale,GUT930,STK-127,5,207.05,1035.25,505,530.25,beta,CY,0,9,2016-03,2016-09
SO - 000388,2015-06-18,2015,6,18,Nipro ,Distributor,FLR025,STK-104,11,389.36,4282.959999999999,2728,1554.9599999999991,beta,CZ,0,25,2015-06,2015-25
SO - 000389,2016-06-22,2016,6,22,Winthrop ,Export,GUT930,STK-143,9,111.24,1001.16,486,515.1600000000001,beta,CX,0,25,2016-06,2016-25
SO - 000390,2016-05-08,2016,5,8,Uriel Group,Distributor,FLR025,STK-146,5,443.84,2219.2000000000003,1460,759.2000000000003,beta,BX,0,18,2016-05,2016-18
SO - 000391,2015-04-24,2015,4,24,Procter Corp,Wholesale,GUT930,STK-100,8,115.8,926.4,480,446.4000000000001,beta,CX,0,17,2015-04,2015-17
SO - 000392,2015-07-05,2015,7,5,Avon Corp,Wholesale,AXW291,STK-135,12,311.75,3741.0,2580,1161.0,alpha,CY,0,27,2015-07,2015-27
SO - 000393,2015-06-06,2015,6,6,AuroMedics Corp,Distributor,GUT930,STK-147,10,414.15,4141.5,2510,1631.5,gamma,CY,0,23,2015-06,2015-23
SO - 000394,2015-03-01,2015,3,1,S.S.S. Group,Distributor,AXW291,STK-142,6,88.74,532.4399999999999,348,184.44,alpha,CX,0,9,2015-03,2015-09
SO - 000395,2015-11-24,2015,11,24,Uriel Group,Wholesale,NXH382,STK-110,5,538.48,2692.4,1270,1422.4,beta,BX,0,48,2015-11,2015-48
SO - 000396,2015-08-24,2015,8,24,Sundial ,Distributor,NXH382,STK-130,11,423.7,4660.7,2453,2207.7,alpha,CZ,0,35,2015-08,2015-35
SO - 000397,2015-08-24,2015,8,24,Sundial ,Distributor,GUT930,STK-106,5,206.55,1032.75,675,357.75,alpha,CY,0,35,2015-08,2015-35
SO - 000398,2015-12-20,2015,12,20,O.E. Ltd,Distributor,AXW291,STK-106,11,206.55,2272.05,1485,787.0500000000002,beta,CY,0,51,2015-12,2015-51
SO - 000399,2015-06-02,2015,6,2,Wuxi Group,Export,AXW291,STK-162,12,187.18,2246.16,1176,1070.16,alpha,CX,0,23,2015-06,2015-23
SO - 000400,2016-02-01,2016,2,1,Medsep Group,Wholesale,AXW291,STK-164,6,226.8,1360.8000000000002,630,730.8000000000002,beta,CX,0,5,2016-02,2016-05
SO - 000401,2016-03-17,2016,3,17,OHTA'S Corp,Wholesale,NXH382,STK-144,7,127.92000000000002,895.44,546,349.44000000000005,gamma,CY,1,11,2016-03,2016-11
SO - 000402,2016-05-28,2016,5,28,Ole Group,Distributor,AXW291,STK-136,7,287.98,2015.86,1078,937.86,gamma,CY,0,21,2016-05,2016-21
SO - 000403,2015-06-30,2015,6,30,Victory Ltd,Distributor,GUT930,STK-137,12,307.98,3695.76,2124,1571.7600000000002,beta,CY,0,27,2015-06,2015-27
SO - 000404,2015-01-09,2015,1,9,"Apotheca, Ltd",Wholesale,NXH382,STK-131,11,580.35,6383.85,2915,3468.8500000000004,beta,BY,0,2,2015-01,2015-02
SO - 000405,2016-04-28,2016,4,28,Weimei Corp,Wholesale,NXH382,STK-103,6,235.17,1411.02,702,709.02,beta,CY,0,17,2016-04,2016-17
SO - 000406,2015-04-05,2015,4,5,Ascend Ltd,Wholesale,AXW291,STK-143,8,111.24,889.9200000000001,432,457.9200000000001,beta,CX,0,14,2015-04,2015-14
SO - 000407,2015-10-14,2015,10,14,OHTA'S Corp,Export,FLR025,STK-135,6,311.75,1870.5,1290,580.5,gamma,CY,0,42,2015-10,2015-42
SO - 000408,2015-01-23,2015,1,23,Medline ,Distributor,NXH382,STK-166,6,451.92,2711.52,1614,1097.52,beta,CZ,0,4,2015-01,2015-04
SO - 000409,2015-04-27,2015,4,27,"Fenwal, Corp",Distributor,GUT930,STK-134,11,484.3,5327.299999999999,3190,2137.3,alpha,BX,0,18,2015-04,2015-18
SO - 000410,2015-05-12,2015,5,12,Weimei Corp,Wholesale,FLR025,STK-144,11,127.92000000000002,1407.12,858,549.1200000000001,beta,CY,0,20,2015-05,2015-20
SO - 000411,2015-09-05,2015,9,5,S.S.S. Group,Wholesale,NXH382,STK-144,9,127.92000000000002,1151.2800000000002,702,449.2800000000002,alpha,CY,0,36,2015-09,2015-36
SO - 000412,2015-03-02,2015,3,2,"Apotheca, Ltd",Wholesale,AXW291,STK-120,8,444.44000000000005,3555.5200000000004,2168,1387.5200000000004,beta,CX,0,10,2015-03,2015-10
SO - 000413,2016-01-12,2016,1,12,Apollo Ltd,Wholesale,AXW291,STK-134,9,484.3,4358.7,2610,1748.6999999999998,gamma,BX,0,2,2016-01,2016-02
SO - 000414,2016-06-21,2016,6,21,Select ,Wholesale,FLR025,STK-160,6,240.64,1443.84,768,675.8399999999999,beta,CZ,0,25,2016-06,2016-25
SO - 000415,2016-05-08,2016,5,8,21st Ltd,Wholesale,NXH382,STK-140,12,282.48,3389.76,1584,1805.7599999999995,gamma,CY,0,18,2016-05,2016-18
SO - 000416,2016-05-04,2016,5,4,Procter Corp,Wholesale,GUT930,STK-159,10,603.2,6032.0,2900,3132.0,beta,AZ,0,18,2016-05,2016-18
SO - 000417,2015-02-28,2015,2,28,Eminence Corp,Distributor,AXW291,STK-163,6,239.04,1434.24,996,438.24,alpha,CY,0,9,2015-02,2015-09
SO - 000418,2015-12-15,2015,12,15,Sundial ,Wholesale,AXW291,STK-131,7,580.35,4062.45,1855,2207.4500000000003,alpha,BY,0,51,2015-12,2015-51
SO - 000419,2015-10-18,2015,10,18,Avon Corp,Wholesale,AXW291,STK-133,7,271.56,1900.92,1302,598.9200000000001,alpha,CY,0,42,2015-10,2015-42
SO - 000420,2015-10-24,2015,10,24,Llorens Ltd,Export,AXW291,STK-132,8,311.06,2488.48,1208,1280.48,gamma,CY,0,43,2015-10,2015-43
SO - 000421,2016-04-18,2016,4,18,Pure Group,Distributor,GUT930,STK-127,12,207.05,2484.6,1212,1272.6,beta,CY,0,16,2016-04,2016-16
